Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price
Delta,2023-12-11,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$109
Spirit Airlines,2023-12-11,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$94
American Airlines,2023-12-11,3h 32mDFW-JFK,nonstop,8:57 am – 1:29 pm,Basic Economy,$151
Spirit Airlines,2023-12-11,3h 26mDFW-EWR,nonstop,6:00 am – 10:26 am,Economy,$147
American Airlines,2023-12-11,3h 26mDFW-LGA,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154
American Airlines,2023-12-11,3h 30mDFW-JFK,nonstop,5:11 pm – 9:41 pm,Basic Economy,$164
American Airlines,2023-12-11,3h 20mDFW-LGA,nonstop,4:39 pm – 8:59 pm,Basic Economy,$154
American Airlines,2023-12-11,3h 19mDFW-LGA,nonstop,1:41 pm – 6:00 pm,Basic Economy,$154
American Airlines,2023-12-11,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Basic Economy,$154
Delta,2023-12-11,3h 27mDFW-LGA,nonstop,6:03 am – 10:30 am,Basic Economy,$189
Delta,2023-12-11,3h 33mDFW-JFK,nonstop,7:00 am – 11:33 am,Basic Economy,$199
American Airlines,2023-12-11,3h 19mDFW-LGA,nonstop,3:36 pm – 7:55 pm,Basic Economy,$199
American Airlines,2023-12-11,3h 19mDFW-LGA,nonstop,6:11 am – 10:30 am,Basic Economy,$199
Frontier,2023-12-12,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$39
Spirit Airlines,2023-12-12,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$59
Spirit Airlines,2023-12-12,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$60
American Airlines,2023-12-12,3h 22mDFW-EWR,nonstop,7:09 pm – 11:31 pm,Basic Economy,$99
United Airlines,2023-12-12,3h 19mDFW-EWR,nonstop,6:00 am – 10:19 am,Basic Economy,$99
United Airlines,2023-12-12,3h 24mDFW-EWR,nonstop,12:47 pm – 5:11 pm,Basic Economy,$99
United Airlines,2023-12-12,3h 28mDFW-EWR,nonstop,7:24 pm – 11:52 pm,Basic Economy,$99
United Airlines,2023-12-12,3h 30mDFW-EWR,nonstop,4:15 pm – 8:45 pm,Basic Economy,$99
American Airlines,2023-12-12,3h 19mDFW-LGA,nonstop,3:36 pm – 7:55 pm,Basic Economy,$109
American Airlines,2023-12-12,3h 20mDFW-LGA,nonstop,4:39 pm – 8:59 pm,Basic Economy,$109
American Airlines,2023-12-12,3h 19mDFW-LGA,nonstop,6:11 am – 10:30 am,Basic Economy,$109
American Airlines,2023-12-12,3h 13mDFW-EWR,nonstop,11:34 am – 3:47 pm,Basic Economy,$119
American Airlines,2023-12-12,3h 17mDFW-EWR,nonstop,2:43 pm – 7:00 pm,Basic Economy,$119
American Airlines,2023-12-12,3h 18mDFW-EWR,nonstop,8:19 am – 12:37 pm,Basic Economy,$119
Delta,2023-12-12,3h 21mDFW-LGA,nonstop,10:25 am – 2:46 pm,Basic Economy,$99
Frontier,2023-12-13,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$58
Frontier,2023-12-13,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$53
Spirit Airlines,2023-12-13,7h 26mDFW-EWR,1 stop,1:08 pm – 9:34 pm,Economy,$49
Spirit Airlines,2023-12-13,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$59
Spirit Airlines,2023-12-13,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$60
Delta,2023-12-13,3h 27mDFW-LGA,nonstop,6:03 am – 10:30 am,Basic Economy,$99
United Airlines,2023-12-13,3h 25mDFW-EWR,nonstop,9:58 am – 2:23 pm,Basic Economy,$99
United Airlines,2023-12-13,3h 24mDFW-EWR,nonstop,12:47 pm – 5:11 pm,Basic Economy,$99
United Airlines,2023-12-13,3h 24mDFW-EWR,nonstop,12:15 pm – 4:39 pm,Basic Economy,$99
United Airlines,2023-12-13,3h 19mDFW-EWR,nonstop,6:00 am – 10:19 am,Basic Economy,$99
American Airlines,2023-12-13,3h 13mDFW-EWR,nonstop,11:34 am – 3:47 pm,Basic Economy,$99
American Airlines,2023-12-13,3h 19mDFW-LGA,nonstop,3:36 pm – 7:55 pm,Basic Economy,$109
Delta,2023-12-13,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$129
American Airlines,2023-12-13,3h 18mDFW-EWR,nonstop,8:19 am – 12:37 pm,Basic Economy,$119
American Airlines,2023-12-13,3h 17mDFW-EWR,nonstop,2:43 pm – 7:00 pm,Basic Economy,$119
Delta,2023-12-13,3h 27mDFW-LGA,nonstop,1:07 pm – 5:34 pm,Basic Economy,$129
Delta,2023-12-13,3h 33mDFW-JFK,nonstop,7:00 am – 11:33 am,Basic Economy,$139
Delta,2023-12-14,3h 26mDFW-LGA,nonstop,5:33 pm – 9:59 pm,Basic Economy,$109
Spirit Airlines,2023-12-14,9h 07mDFW-LGA,2 stops,10:13 am – 8:20 pm,Economy,$90
Spirit Airlines,2023-12-14,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$59
Spirit Airlines,2023-12-14,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$60
Delta,2023-12-14,3h 26mDFW-LGA,nonstop,5:33 pm – 9:59 pm,Basic Economy,$109
Frontier,2023-12-14,3h 19mDFW-LGA,nonstop,5:43 pm – 10:02 pm,Economy,$118
Delta,2023-12-14,3h 27mDFW-LGA,nonstop,6:03 am – 10:30 am,Basic Economy,$129
American Airlines,2023-12-14,3h 26mDFW-LGA,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154
Delta,2023-12-14,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$189
Delta,2023-12-14,3h 24mDFW-LGA,nonstop,3:41 pm – 8:05 pm,Basic Economy,$189
United Airlines,2023-12-14,3h 19mDFW-EWR,nonstop,6:00 am – 10:19 am,Basic Economy,$197
American Airlines,2023-12-14,3h 19mDFW-LGA,nonstop,3:36 pm – 7:55 pm,Basic Economy,$199
American Airlines,2023-12-14,3h 19mDFW-LGA,nonstop,6:11 am – 10:30 am,Basic Economy,$199
American Airlines,2023-12-14,3h 19mDFW-LGA,nonstop,1:41 pm – 6:00 pm,Basic Economy,$209
American Airlines,2023-12-14,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Basic Economy,$209
American Airlines,2023-12-14,3h 30mDFW-JFK,nonstop,5:11 pm – 9:41 pm,Basic Economy,$219
Spirit Airlines,2023-12-16,3h 25mDFW-EWR,nonstop,7:00 am – 11:25 am,Economy,$60
Frontier,2023-12-16,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$108
American Airlines,2023-12-16,3h 26mDFW-LGA,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154
Spirit Airlines,2023-12-16,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$126
United Airlines,2023-12-16,5h 44mDFW-EWR,1 stop,6:00 pm – 12:44 am+1,Basic Economy,$109
Spirit Airlines,2023-12-16,6h 37mDFW-EWR,1 stop,9:56 am – 5:33 pm,Economy,$77
United Airlines,2023-12-16,4h 46mDFW-LGA,1 stop,5:37 pm – 11:23 pm,Basic Economy,$140
Spirit Airlines,2023-12-16,6h 18mDFW-EWR,1 stop,5:30 am – 12:48 pm,Economy,$77
American Airlines,2023-12-16,3h 20mDFW-LGA,nonstop,5:10 pm – 9:30 pm,Basic Economy,$199
American Airlines,2023-12-16,3h 19mDFW-LGA,nonstop,3:36 pm – 7:55 pm,Basic Economy,$199
United Airlines,2023-12-16,4h 52mDFW-EWR,1 stop,5:37 pm – 11:29 pm,Basic Economy,$159
Spirit Airlines,2023-12-16,6h 53mDFW-LGA,1 stop,11:11 am – 7:04 pm,Economy,$97
Spirit Airlines,2023-12-16,6h 08mDFW-LGA,1 stop,9:40 am – 4:48 pm,Economy,$117
United Airlines,2023-12-16,5h 08mDFW-LGA,1 stop,7:45 am – 1:53 pm,Basic Economy,$159
Spirit Airlines,2023-12-16,7h 26mDFW-EWR,1 stop,1:08 pm – 9:34 pm,Economy,$96
Spirit Airlines,2023-12-17,3h 24mDFW-EWR,nonstop,5:45 am – 10:09 am,Economy,$67
Spirit Airlines,2023-12-17,3h 24mDFW-EWR,nonstop,5:45 am – 10:09 am,Economy,$63
Spirit Airlines,2023-12-17,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$64
Frontier,2023-12-17,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$107
Delta,2023-12-17,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$159
American Airlines,2023-12-17,3h 26mDFW-LGA,nonstop,7:20 pm – 11:46 pm,Basic Economy,$164
American Airlines,2023-12-17,3h 25mDFW-LGA,nonstop,7:09 am – 11:34 am,Basic Economy,$164
American Airlines,2023-12-17,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Basic Economy,$164
American Airlines,2023-12-17,3h 19mDFW-LGA,nonstop,3:36 pm – 7:55 pm,Basic Economy,$164
American Airlines,2023-12-17,3h 19mDFW-LGA,nonstop,6:11 am – 10:30 am,Basic Economy,$164
Delta,2023-12-17,3h 28mDFW-LGA,nonstop,5:30 pm – 9:58 pm,Basic Economy,$189
Delta,2023-12-17,3h 27mDFW-LGA,nonstop,6:00 am – 10:27 am,Basic Economy,$189
Delta,2023-12-17,3h 32mDFW-JFK,nonstop,6:40 am – 11:12 am,Basic Economy,$199
American Airlines,2023-12-17,3h 31mDFW-LGA,nonstop,10:28 am – 2:59 pm,Basic Economy,$219
American Airlines,2023-12-17,3h 26mDFW-LGA,nonstop,8:33 am – 12:59 pm,Basic Economy,$219
Delta,2023-12-17,3h 23mDFW-LGA,nonstop,10:17 am – 2:40 pm,Basic Economy,$219
Spirit Airlines,2023-12-18,3h 26mDFW-EWR,nonstop,6:00 am – 10:26 am,Economy,$58
Spirit Airlines,2023-12-18,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$59
American Airlines,2023-12-18,3h 20mDFW-LGA,nonstop,4:39 pm – 8:59 pm,Basic Economy,$109
American Airlines,2023-12-18,3h 19mDFW-LGA,nonstop,3:36 pm – 7:55 pm,Basic Economy,$109
Frontier,2023-12-18,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$97
American Airlines,2023-12-18,3h 19mDFW-LGA,nonstop,6:11 am – 10:30 am,Basic Economy,$109
Delta,2023-12-18,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$109
Delta,2023-12-18,3h 28mDFW-LGA,nonstop,5:30 pm – 9:58 pm,Basic Economy,$109
American Airlines,2023-12-18,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Basic Economy,$154
American Airlines,2023-12-18,3h 19mDFW-LGA,nonstop,1:41 pm – 6:00 pm,Basic Economy,$154
United Airlines,2023-12-18,4h 46mDFW-LGA,1 stop,5:37 pm – 11:23 pm,Basic Economy,$119
American Airlines,2023-12-18,3h 26mDFW-LGA,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154
American Airlines,2023-12-18,3h 23mDFW-LGA,nonstop,12:37 pm – 5:00 pm,Basic Economy,$154
United Airlines,2023-12-18,4h 52mDFW-EWR,1 stop,5:37 pm – 11:29 pm,Basic Economy,$119
American Airlines,2023-12-18,3h 32mDFW-JFK,nonstop,8:57 am – 1:29 pm,Basic Economy,$151
Spirit Airlines,2023-12-19,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$63
Spirit Airlines,2023-12-19,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$63
Spirit Airlines,2023-12-19,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$64
Frontier,2023-12-19,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$81
Delta,2023-12-19,3h 32mDFW-JFK,nonstop,6:40 am – 11:12 am,Basic Economy,$99
Delta,2023-12-19,3h 28mDFW-LGA,nonstop,5:30 pm – 9:58 pm,Basic Economy,$99
Delta,2023-12-19,3h 23mDFW-LGA,nonstop,1:21 pm – 5:44 pm,Basic Economy,$99
Delta,2023-12-19,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$129
Delta,2023-12-19,3h 28mDFW-LGA,nonstop,3:51 pm – 8:19 pm,Basic Economy,$129
American Airlines,2023-12-19,3h 32mDFW-JFK,nonstop,8:57 am – 1:29 pm,Basic Economy,$131
Delta,2023-12-19,3h 27mDFW-LGA,nonstop,6:00 am – 10:27 am,Basic Economy,$129
Delta,2023-12-19,3h 37mDFW-JFK,nonstop,12:43 pm – 5:20 pm,Basic Economy,$139
United Airlines,2023-12-19,3h 19mDFW-EWR,nonstop,6:00 am – 10:19 am,Basic Economy,$131
American Airlines,2023-12-19,3h 31mDFW-LGA,nonstop,10:28 am – 2:59 pm,Basic Economy,$154
American Airlines,2023-12-19,3h 26mDFW-LGA,nonstop,8:33 am – 12:59 pm,Basic Economy,$154
American Airlines,2023-12-19,3h 25mDFW-LGA,nonstop,7:09 am – 11:34 am,Basic Economy,$154
Spirit Airlines,2023-12-20,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$64
Spirit Airlines,2023-12-20,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$60
Spirit Airlines,2023-12-20,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$114
Frontier,2023-12-20,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$118
Delta,2023-12-20,3h 27mDFW-LGA,nonstop,6:00 am – 10:27 am,Basic Economy,$129
American Airlines,2023-12-20,3h 31mDFW-JFK,nonstop,5:10 pm – 9:41 pm,Basic Economy,$159
Delta,2023-12-20,3h 37mDFW-JFK,nonstop,12:43 pm – 5:20 pm,Basic Economy,$165
Delta,2023-12-20,3h 28mDFW-LGA,nonstop,3:51 pm – 8:19 pm,Basic Economy,$159
Delta,2023-12-20,3h 23mDFW-LGA,nonstop,1:21 pm – 5:44 pm,Basic Economy,$159
American Airlines,2023-12-20,3h 17mDFW-LGA,nonstop,3:43 pm – 8:00 pm,Basic Economy,$154
United Airlines,2023-12-20,3h 30mDFW-EWR,nonstop,4:25 pm – 8:55 pm,Basic Economy,$173
United Airlines,2023-12-20,3h 24mDFW-EWR,nonstop,12:15 pm – 4:39 pm,Basic Economy,$173
Delta,2023-12-20,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$189
Delta,2023-12-20,3h 28mDFW-LGA,nonstop,5:30 pm – 9:58 pm,Basic Economy,$189
United Airlines,2023-12-20,3h 25mDFW-EWR,nonstop,8:04 am – 12:29 pm,Basic Economy,$198
American Airlines,2023-12-20,3h 21mDFW-LGA,nonstop,7:17 am – 11:38 am,Basic Economy,$199
Spirit Airlines,2023-12-21,12h 34mDFW-LGA,1 stop,6:10 am – 7:44 pm,Economy,$85
Frontier,2023-12-21,3h 19mDFW-LGA,nonstop,5:43 pm – 10:02 pm,Economy,$139
Spirit Airlines,2023-12-21,12h 34mDFW-LGA,1 stop,6:10 am – 7:44 pm,Economy,$85
Spirit Airlines,2023-12-21,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$147
Spirit Airlines,2023-12-21,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$154
Delta,2023-12-21,3h 28mDFW-LGA,nonstop,5:30 pm – 9:58 pm,Basic Economy,$189
Spirit Airlines,2023-12-21,6h 18mDFW-EWR,1 stop,5:30 am – 12:48 pm,Economy,$91
Delta,2023-12-21,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$219
Delta,2023-12-21,3h 28mDFW-LGA,nonstop,3:51 pm – 8:19 pm,Basic Economy,$219
American Airlines,2023-12-21,3h 17mDFW-LGA,nonstop,7:29 pm – 11:46 pm,Basic Economy,$209
United Airlines,2023-12-21,3h 09mDFW-EWR,nonstop,7:45 am – 11:54 am,Basic Economy,$209
Delta,2023-12-21,3h 37mDFW-JFK,nonstop,12:43 pm – 5:20 pm,Basic Economy,$239
Delta,2023-12-21,3h 32mDFW-JFK,nonstop,6:40 am – 11:12 am,Basic Economy,$239
American Airlines,2023-12-21,3h 22mDFW-LGA,nonstop,12:43 pm – 5:05 pm,Basic Economy,$256
American Airlines,2023-12-21,3h 21mDFW-LGA,nonstop,7:17 am – 11:38 am,Basic Economy,$256
American Airlines,2023-12-21,3h 18mDFW-LGA,nonstop,9:20 am – 1:38 pm,Basic Economy,$256
American Airlines,2023-12-21,3h 17mDFW-LGA,nonstop,3:43 pm – 8:00 pm,Basic Economy,$256
Spirit Airlines,2023-12-22,3h 26mDFW-EWR,nonstop,6:00 am – 10:26 am,Economy,$87
Delta,2023-12-22,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$129
Frontier,2023-12-22,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$150
Spirit Airlines,2023-12-22,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$93
Delta,2023-12-22,3h 32mDFW-JFK,nonstop,6:40 am – 11:12 am,Basic Economy,$199
United Airlines,2023-12-22,3h 28mDFW-EWR,nonstop,6:32 pm – 11:00 pm,Basic Economy,$246
American Airlines,2023-12-22,3h 31mDFW-JFK,nonstop,5:10 pm – 9:41 pm,Main Cabin,$269
Spirit Airlines,2023-12-22,6h 08mDFW-LGA,1 stop,9:40 am – 4:48 pm,Economy,$144
American Airlines,2023-12-22,3h 20mDFW-EWR,nonstop,7:09 pm – 11:29 pm,Main Cabin,$289
American Airlines,2023-12-22,3h 20mDFW-EWR,nonstop,2:50 pm – 7:10 pm,Main Cabin,$289
American Airlines,2023-12-22,5h 08mDFW-LGA,1 stop,12:53 pm – 7:01 pm,Basic Economy,$219
United Airlines,2023-12-22,3h 09mDFW-EWR,nonstop,7:45 am – 11:54 am,Economy,$306
American Airlines,2023-12-22,3h 17mDFW-LGA,nonstop,7:29 pm – 11:46 pm,Main Cabin,$311
United Airlines,2023-12-22,5h 11mDFW-LGA,1 stop,7:00 am – 1:11 pm,Basic Economy,$233
American Airlines,2023-12-22,3h 21mDFW-LGA,nonstop,7:17 am – 11:38 am,Main Cabin,$311
Delta,2023-12-23,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$99
Spirit Airlines,2023-12-23,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$94
Delta,2023-12-23,3h 37mDFW-JFK,nonstop,12:43 pm – 5:20 pm,Basic Economy,$99
Frontier,2023-12-23,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$139
Spirit Airlines,2023-12-23,3h 25mDFW-EWR,nonstop,7:00 am – 11:25 am,Economy,$147
American Airlines,2023-12-23,3h 17mDFW-LGA,nonstop,7:29 pm – 11:46 pm,Basic Economy,$209
United Airlines,2023-12-23,3h 28mDFW-EWR,nonstop,6:32 pm – 11:00 pm,Basic Economy,$209
American Airlines,2023-12-23,3h 31mDFW-JFK,nonstop,5:10 pm – 9:41 pm,Basic Economy,$219
United Airlines,2023-12-23,3h 28mDFW-EWR,nonstop,1:00 pm – 5:28 pm,Basic Economy,$246
Spirit Airlines,2023-12-23,6h 08mDFW-LGA,1 stop,9:40 am – 4:48 pm,Economy,$121
American Airlines,2023-12-23,3h 38mDFW-JFK,nonstop,12:21 pm – 4:59 pm,Main Cabin,$269
American Airlines,2023-12-23,3h 20mDFW-EWR,nonstop,7:09 pm – 11:29 pm,Main Cabin,$289
American Airlines,2023-12-23,3h 20mDFW-EWR,nonstop,2:50 pm – 7:10 pm,Main Cabin,$289
United Airlines,2023-12-23,3h 09mDFW-EWR,nonstop,7:45 am – 11:54 am,Economy,$296
American Airlines,2023-12-23,3h 18mDFW-EWR,nonstop,7:34 am – 11:52 am,Main Cabin,$289
Frontier,2023-12-24,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$91
American Airlines,2023-12-24,3h 20mDFW-EWR,nonstop,2:50 pm – 7:10 pm,Basic Economy,$149
Delta,2023-12-24,3h 23mDFW-LGA,nonstop,1:30 pm – 5:53 pm,Basic Economy,$119
Delta,2023-12-24,3h 28mDFW-LGA,nonstop,5:30 pm – 9:58 pm,Basic Economy,$119
United Airlines,2023-12-24,3h 28mDFW-EWR,nonstop,6:32 pm – 11:00 pm,Basic Economy,$165
Delta,2023-12-24,3h 28mDFW-LGA,nonstop,3:51 pm – 8:19 pm,Basic Economy,$159
Delta,2023-12-24,4h 58mDAL-EWR,1 stop,6:40 pm – 12:38 am+1,Economy,$129
United Airlines,2023-12-24,3h 09mDFW-EWR,nonstop,7:45 am – 11:54 am,Basic Economy,$209
Spirit Airlines,2023-12-24,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$123
United Airlines,2023-12-24,3h 28mDFW-EWR,nonstop,1:00 pm – 5:28 pm,Basic Economy,$209
American Airlines,2023-12-24,3h 17mDFW-EWR,nonstop,11:47 am – 4:04 pm,Basic Economy,$219
American Airlines,2023-12-24,3h 18mDFW-EWR,nonstop,7:34 am – 11:52 am,Basic Economy,$219
American Airlines,2023-12-24,3h 21mDFW-LGA,nonstop,7:17 am – 11:38 am,Basic Economy,$219
Delta,2023-12-24,3h 30mDFW-LGA,nonstop,7:35 am – 12:05 pm,Basic Economy,$189
American Airlines,2023-12-24,4h 46mDFW-LGA,1 stop,11:05 am – 4:51 pm,Basic Economy,$174
Spirit Airlines,2023-12-25,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$94
Frontier,2023-12-25,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$174
Delta,2023-12-25,3h 27mDFW-LGA,nonstop,11:30 am – 3:57 pm,Basic Economy,$159
United Airlines,2023-12-25,3h 09mDFW-EWR,nonstop,7:45 am – 11:54 am,Basic Economy,$209
Delta,2023-12-25,3h 26mDFW-LGA,nonstop,3:55 pm – 8:21 pm,Basic Economy,$189
American Airlines,2023-12-25,3h 31mDFW-JFK,nonstop,5:10 pm – 9:41 pm,Basic Economy,$219
Delta,2023-12-25,3h 27mDFW-LGA,nonstop,6:00 am – 10:27 am,Basic Economy,$189
American Airlines,2023-12-25,3h 35mDFW-JFK,nonstop,8:54 am – 1:29 pm,Basic Economy,$219
American Airlines,2023-12-25,3h 38mDFW-JFK,nonstop,12:21 pm – 4:59 pm,Basic Economy,$219
Delta,2023-12-25,3h 37mDFW-JFK,nonstop,12:43 pm – 5:20 pm,Basic Economy,$199
Delta,2023-12-25,3h 28mDFW-LGA,nonstop,5:30 pm – 9:58 pm,Basic Economy,$219
American Airlines,2023-12-25,3h 18mDFW-LGA,nonstop,9:20 am – 1:38 pm,Basic Economy,$256
United Airlines,2023-12-25,5h 39mDFW-EWR,1 stop,2:20 pm – 8:59 pm,Basic Economy,$176
Delta,2023-12-25,4h 58mDAL-EWR,1 stop,6:40 pm – 12:38 am+1,Economy,$209
United Airlines,2023-12-25,6h 05mDFW-EWR,1 stop,5:35 pm – 12:40 am+1,Basic Economy,$166
Spirit Airlines,2023-12-26,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$98
Spirit Airlines,2023-12-26,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$94
Spirit Airlines,2023-12-26,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$147
Frontier,2023-12-26,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$231
Delta,2023-12-26,3h 32mDFW-JFK,nonstop,6:40 am – 11:12 am,Basic Economy,$299
United Airlines,2023-12-26,3h 28mDFW-EWR,nonstop,6:32 pm – 11:00 pm,Economy,$296
American Airlines,2023-12-26,3h 18mDFW-EWR,nonstop,7:34 am – 11:52 am,Main Cabin,$289
American Airlines,2023-12-26,3h 35mDFW-JFK,nonstop,8:54 am – 1:29 pm,Main Cabin,$319
American Airlines,2023-12-26,3h 31mDFW-JFK,nonstop,5:10 pm – 9:41 pm,Main Cabin,$319
Delta,2023-12-26,3h 33mDFW-JFK,nonstop,12:47 pm – 5:20 pm,Main Cabin,$339
Spirit Airlines,2023-12-26,6h 18mDFW-EWR,1 stop,5:30 am – 12:48 pm,Economy,$120
United Airlines,2023-12-26,3h 09mDFW-EWR,nonstop,7:45 am – 11:54 am,Economy,$341
American Airlines,2023-12-26,3h 17mDFW-LGA,nonstop,7:29 pm – 11:46 pm,Main Cabin,$359
American Airlines,2023-12-26,3h 17mDFW-LGA,nonstop,3:38 pm – 7:55 pm,Main Cabin,$359
American Airlines,2023-12-26,3h 38mDFW-JFK,nonstop,12:21 pm – 4:59 pm,Main Cabin,$374
United Airlines,2023-12-26,3h 28mDFW-EWR,nonstop,1:00 pm – 5:28 pm,Economy,$375
Spirit Airlines,2023-12-27,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$98
Spirit Airlines,2023-12-27,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$115
Spirit Airlines,2023-12-27,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$94
Spirit Airlines,2023-12-27,6h 08mDFW-EWR,1 stop,11:58 am – 7:06 pm,Economy,$120
American Airlines,2023-12-27,3h 20mDFW-EWR,nonstop,7:09 pm – 11:29 pm,Main Cabin,$275
American Airlines,2023-12-27,3h 31mDFW-JFK,nonstop,5:10 pm – 9:41 pm,Main Cabin,$269
Spirit Airlines,2023-12-27,6h 54mDFW-EWR,1 stop,3:26 pm – 11:20 pm,Economy,$112
Spirit Airlines,2023-12-27,6h 08mDFW-LGA,1 stop,9:40 am – 4:48 pm,Economy,$145
United Airlines,2023-12-27,3h 09mDFW-EWR,nonstop,7:45 am – 11:54 am,Economy,$296
United Airlines,2023-12-27,3h 28mDFW-EWR,nonstop,6:32 pm – 11:00 pm,Economy,$296
American Airlines,2023-12-27,3h 17mDFW-LGA,nonstop,7:29 pm – 11:46 pm,Main Cabin,$311
Delta,2023-12-27,3h 32mDFW-JFK,nonstop,6:40 am – 11:12 am,Main Cabin,$299
Spirit Airlines,2023-12-27,7h 13mDFW-LGA,1 stop,1:58 pm – 10:11 pm,Economy,$145
Spirit Airlines,2023-12-27,6h 18mDFW-EWR,1 stop,5:30 am – 12:48 pm,Economy,$120
Spirit Airlines,2023-12-27,8h 10mDFW-EWR,1 stop,9:56 am – 7:06 pm,Economy,$120
Spirit Airlines,2023-12-27,8h 33mDFW-EWR,1 stop,3:26 pm – 12:59 am+1,Economy,$112
Spirit Airlines,2023-12-28,6h 18mDFW-EWR,1 stop,5:30 am – 12:48 pm,Economy,$135
Spirit Airlines,2023-12-28,3h 17mDFW-LGA,nonstop,5:52 am – 10:09 am,Economy,$194
Spirit Airlines,2023-12-28,7h 52mDFW-EWR,1 stop,5:30 am – 2:22 pm,Economy,$124
Spirit Airlines,2023-12-28,3h 25mDFW-EWR,nonstop,8:30 am – 12:55 pm,Economy,$197
Delta,2023-12-28,3h 32mDFW-JFK,nonstop,6:40 am – 11:12 am,Basic Economy,$239
Frontier,2023-12-28,3h 19mDFW-LGA,nonstop,5:43 pm – 10:02 pm,Economy,$229
Delta,2023-12-28,3h 33mDFW-JFK,nonstop,12:47 pm – 5:20 pm,Main Cabin,$279
Spirit Airlines,2023-12-28,6h 18mDFW-EWR,1 stop,5:30 am – 12:48 pm,Economy,$130
